LÔ-MÁ-JĪ,HÔA-GÍ,IA̍H-SÒ͘,LÔ-MÁ-JĪ2,LÔ-MÁ-JĪ3
hang mi7-pau,烤麵包,206,,
hang nng7 te3 mi7-pau,烤兩塊麵包,206,hang nng7 phinn3 mi7-pau,
hang-loo5,烘爐,206,,
hang ti-bah,烘猪肉,207,,
hang ke-bah,烤雞肉,207,,
hang7,巷,207,,
hang2,恐嚇,207,,
hang5,投降,207,tau5-hang5,
hang5-hok8,降服,207,kang3-hok8,
hap8-tshiunn3,合唱,208,,
hap8-tshiunn3,合、閉,208,,
hap8-li2,合理,208,,
hau7-tiunn2,校長,209,,
hau7-kang,校工,209,,
hau7-iu2-hue7,校友會、同學會,209,tong5-hak8-hue7,
hau7-kua,校歌,209,,
hau7-tiann5,校庭,209,,
iu2-hau3,孝順,209,,
put-hau3,不孝,209,,
hau7-ko2,効果,209,,
u7 hau7-ko2,有効,209,,
bo5 hau7-ko2,無効,209,,
hau-siau5,說謊、謊話,209,peh8-tshat,
kong2 hau-siau5,說謊,209,kong2 peh8-tshat,
hau7-senn,兒子,210,hau7-sinn,
he7,放、置,210,khng3,
he7-thinn,夏天,210,,
he5-a2,蝦,210,,
he-ku,喘息,210,,
hing5,還,210,,
hing5-li2,行李,210,,
hing5,形、樣式,210,,
hing5-sik,形式,211,,
hing5-sik tsu2-gi7,形式主義,211,,
hing5-iong5,形容,211,,
hing5-iong5-su5,形容詞,211,,
hi5,魚,211,hi5-a2,
liah8-hi5,捉魚,211,,
liah8-hi5--e5,漁夫,212,,
tio3 hi5,釣魚,212,,
bang7-hi5,網魚,212,,
kim-hi5,金魚,212,,
hi5-ti5,魚池,212,,
hi-bong7,希望,212,,
hi3,戲、劇,212,,
hi3-inn7,戲院,212,,
hi-han2,稀罕,212,,
tsin hi-han2 e5 mih8,罕見的東西,212,,
hi-sing,犧牲,213,,
hinn7-a2,耳朵,213,,
hinn7-khang,耳孔,213,,
hinn7-sai2,耳垢,213,,
hia7,瓦,213,,
hia,那裏,214,,
khi3 hia,到那裡去,214,,
ti7 hia,在那裡,214,,
ti7 hia e5 lang5,在那裡的人,214,,
hiann-ti7,兄弟,214,,
hiann5,燒,214,,
hiah-nih8,那麼,214,,
hiah e5,那些,214,,
hiam,辣,214,,
hiam5,嫌,215,,
hiam2,險些兒,215,,
hiam3,喊、叫,215,,
hian,翻開、打開,216,,
hian7-tsai7,現在,216,,
hian7-tsinn5,現鈔,216,,
hian7-kim,現鈔,216,,
hian7-tai7,現代,216,,
hian7 tsu7-tsi2,現住址、住所,216,tsu7-soo2,
hian7-tiunn5,現場、當場,216,,
hian2-bi5-kiann3,顯微鏡,217,,
hiat-tiau7,丟掉,217,,
hiat,丟,217,,
hiat-ap,血壓,217,,
hiat-thong2,血統,217,,
him5,熊,217,,
him-siong2,欣賞,217,,
hin5,暈,217,,
hin5-tsun5,暈船,218,,
hin7,恨,218,uan3-hin7,
hih-hih-tshio3,發痴笑、格格作笑,218,,
hioh-khun3,休息,218,,
hioh-juah8,暑假,219,,
hioh-kuann5,寒假,219,,
hioh8-a2,葉子,219,,
hioh,歇、棲息,219,,
hip,拍照、拍攝,219,,
hip-siong3,拍照、照相,219,,
hip-siong3-ki,照相機,219,,
hit,那,219,,
hit soo2-tsai7,那裏,220,hit e5 soo2-tsai7,
hng7,遠,220,,
hng5,園,220,,
hue-hng5,花園,220,,
tshai3-hng5,菜園,220,,
iu3-ti7-hng5,幼稚園,220,,
kong-hng5,公園,220,,
sin lok8-hng5,新樂園,220,,
ho2,好,220,,
ho2-tsiah8,好吃,220,,
ho2-lim,好喝、可口,221,,
ho2-khuann3,好看,221,,
ho2-tshio3,好笑,221,,
ho2-tse7,好坐,221,,
ho2-khun3,好睡,221,,
ho2-ing7,好用,222,,
ho2-kong2,容易講,222,,
ho2-se2,好洗,222,,
ho2-peh,容易爬,222,,
ho2-sia2,好寫,222,,
ho2-khng3,容易放,222,,
ho2-tsai3,容易載,223,,
ho2-liah8,容易捉,223,,
ho2-tshing7,容易穿,223,,
ho2-thiann,好聽,223,,
ho2-tshiunn3,容易唱,223,,
ho2-te7,放東西很方便,223,,
ho2-te2,裝（或盛）東西很方便,224,,
ho2-thak8,容易讀,224,,
ho2--bo5,好嗎,224,,
ho2-i3,好意,224,,
ho2-se3,適當、舒適,225,,
ho2-mia7,好運氣,225,,
ho2-giah8,富裕,225,,
ho2-giah8-lang5,富翁,225,,
ho2-tann2,有膽量,225,,
ho2-tshit-tho5,好玩,225,,
ho5-ping5,和平,225,ho5-phing5,
ho5-ho2,和好,226,,
hoo7,給,226,,
hoo7,雨,227,,
loh8-hoo7,下雨,227,,
tsin ku2 bo5 loh8-hoo7,很久沒有下雨,227,,
hoo7-suann3,雨傘,227,,
hoo7-sann,雨衣,227,hoo7-i,
hoo7,被,227,,
hoo7,讓,227,,
hoo7,,228,,
ho7-tso3,叫做,228,,
hoo5-sin5,蒼蠅,228,,
hoo5-tsio,胡椒,228,,
hoo7-su7,護士,228,,
hoo2,虎,228,,
hoo2,騙,228,,
hoo7-tsio3,護照,229,,
hoo5-tshiu,多鬍子的,229,,
hoo7-sap-a2,細雨、霧雨,229,,
hoonn3,,229,,
hoonn3-sik,好色,229,,
hoonn3-ki5,好奇,229,,
hoonn3,（愛）好,230,,
ho2,好,230,,
hua3-hak8,化學,230,,
hua,熄滅,230,,
siau--hua,使熄滅,230,,
siau-hua3,消化,230,,
huann-hi2,歡喜,230,,
huann7,岸、堤,231,,
huann5,鼾,231,,
huann7,支住、抓住,231,,
huan-na2-hue2,洋火、火柴,231,,
huan-kiunn-a2,辣椒,231,,
huan-ging5,歡迎,231,,
huan5-lo2,掛心、憂慮,232,,
huan7,犯,232,,
huan7-lang5,犯人、罪犯,232,,
huan2-tui3,反對,232,,
tui3-huan2,相反,232,,
huan5,明礬,233,,
huan-ik8,翻譯,233,ik8,
huan-ging5-hue7,歡迎會,233,,
huan-ging5-mng5,歡迎門,233,,
huan-sin,翻身,233,,
huan7-tsia2,患者,233,,
huan7-ui5,範圍,233,,
huan-na2-iu5,煤油,234,tsui2-iu5,tsioh8-iu5
huan-hu3,吩咐,234,,
huat-tian2,發展,234,,
huat8,罰,234,,
huat-im,發音,234,,
huat-khi2,發起,234,,
huat-lut8,法律,235,,
huat,,235,,
huat-too7,方法,235,,
bo5 huat-too7,沒法子,235,,
huat hun2,發粉,235,,
huat-tat8,發達,235,,
huat-tsai5,發財,235,,
huat-sio,發熱,235,huat-jiat8,
huat-bing5,發明,235,,
huat-inn7,法院、法庭,236,huat-ting5,
huat-kian3,發見,236,,
huat-piau2,發表,236,,
huat-sing,發生,236,,
huat-hing5,發行、發刊,236,khan,
huat-tiau5,發條,237,,
hue3,歲,237,,
hue2-ke,火雞,237,,
hue2-tshia,火車,237,,
hue2-tshia-thau5,火車站,237,,
hue3-but8,貨物,237,,
tsai3 hue3-but8,載貨物,237,,
hue,花,237,,
tsit8 tsang5 hue,一株花,237,,
hue-phun5,花盆,237,,
hue-kha,花盆,237,,
hue-kan,花瓶,238,,
hue-hng5,花園,238,,
hue-m5,花蕾,238,,
hue7,會,238,,
khui-hue,開會,238,,
khai-hue7,開會,238,,
hue7-uan5,會員,238,,
hue7-tiunn5,會場,238,,
hue7-tiunn2,會長,238,,
hue7-gi7,會議,238,,
hue7-hui3,會費,238,,
hue7-ke3,會計,238,kue3-ke3,
hue3-pe3,貨幣,239,,
hue7-tuann,滙單（票）,239,hue7-phio3,
hue3-but5-tshia,貨物車,239,,
hue2,火,239,,
khi2 hue2,起火,239,,
tian7-hue2,電燈,239,,
hue2 sio tshu3,火災、火警,239,,
hue2-hu,灰,239,,
hue2-tsih8,火焰,239,,
hue2-sai2,火星、火花,239,hue2-tshinn,
hue5,回（信）,239,,
hue2-iu5,花生油,240,thoo5-tau7-iu5,hua-sing-iu5
hue2-thuann3,木炭,240,,
hue,石灰,240,,
buah hue,塗以灰泥,240,,
hue3-siu7,壽命,240,,
tng5 hue3-siu7,長壽,240,,
te2 hue3-siu7,短命,240,,
hue5ue7,通譯,240,thong-ik8,
hue5-siunn7,和尚,240,,
hue5-siunn7-si7,和尚寺,241,,
hueh,血,241,huih,
lau5-hueh,血管,241,lau5-huih,
hok-khi3,福氣,241,,
tsin u7 hok-khi3,很福氣,241,,
hok8-sai7,奉仕、祭祀,241,,
hok8-sip8,溫習,241,un-sip8,
hok8-siu5,復讐,242,,
hok8-tsit,復職,242,,
hok8-ku7,復舊,242,,
hok8-hing,復興,242,,
hok8-huat8,復活,242,hok8-uah8,
hok8-huat8-tsiat,復活節,242,hok8-uah8-tsiat,
hok8-tsap8,複雜,243,,
hok8-moh8-iam7,腹膜炎,243,,
hok8-tsiong5,服從,243,,
hok8-bu7,服務,243,,
hok8-bu7 si5-kan,服務時間,243,,
hok-im,福音,244,,
hong7-kau3,奉教,244,,
hong7-kau3-lang5,奉教人,244,,
hong2-bun7,訪問,244,,
hong,風,244,,
hong tsin thau3,風很大,244,,
hong tsin tiam7,風很靜,244,,
hong-koo2,簸箕,244,,
hong3-ka2,放假,244,,
hong-siok8,風俗,245,,
hong5-khong pian7,航空信,245,,
hong-bin7,方面,245,,
hong-tshioh,方尺,245,,
hong-tshue,風箏,245,,
pang3 hong-tshue,放風箏,245,,
hong5-te3,皇帝,245,,
hong-phue,封信,245,bing5-sin3-phian3,
hong-siann,風聞、謠言,246,,
hong-thau5,上風,246,,
hong-bue2,下風,246,,
hong3-tua7,放大,246,,
hong5-hio7,皇后,246,hong5-hoo7,hong5-te3-niu5
hong-thai,颱風,246,,
hong,封,247,,
hong5-khong-tong7,防空洞,247,,
hu-jin5,夫人,247,,
tsiunn2 hu-jin5,蔣夫人,247,,
hu7-jin5-lang5,婦人,247,,
hu7-bio2,父母,247,,
hu-hu7,夫婦,247,,
hu3,赴、趕時,247,,
hu3 si5-kan,及時、趕時,247,,
hu3 hue7,赴會,247,,
hu3,副,248,,
hu3 tsong2-thong2,副總統,248,,
hu3 hue7-tiunn2,副會長,248,,
hu3-su5,副詞,248,,
hu3-san2-but8,副產物,248,,
hui-ki,飛機,248,,
hui-siong5,非常,248,,
hui2-pong3,誹謗,248,,
hui-khuai3 tshia,飛快車,248,,
hui3-khi3,麻煩,248,,
hui5,陶器,249,,
hui3-sin5,麻煩,249,,
hui-huat,非法,249,,
hui-le2,非禮,249,,
hui-li2,非理,249,,
hui3-pinn7,肺病,249,hi3-penn7,
hui3-iam7,肺炎,250,hi3-iam7,
kip-sing3 e5 hui3-iam7,急性肺炎,250,,
hui-ki-tiunn5,飛機場,250,,
hun,煙、烟,250,,
tsiah8 hun,吸烟,250,,
hun,分,250,,
hun7,,250,,
hun7,股份,251,,
hun5,雲,251,,
hun5-hai2,雲海,251,,
hun2,粉,251,,
mi7-hun2,麵粉,251,,
huat-hun2,發粉、酵母,251,,
thoo5-hun2,土粉、塵埃,251,,
gu5-ling-hun2,奶粉,251,,
hun2-pit,粉筆,251,,
hun,分,251,,
hun-tso3,分做、分成、分為,252,,
hun,分,252,,
hun,分,252,,
hun-piat8,分別、區別,252,,
hun,煙,252,,
e7 hun,燻,252,,
tsin hun,多煙,252,,
kui2 hun,幾分（數）,253,,
hun2-tsiau2,鴿、鳩,253,,
hun-tsiong,勳章,253,,
kat hun-tsiong,配戴勳章,253,,
hun3-lian7,訓練,253,,
khi3 hun3-lian7,入伍受訓,253,,
hut-jian5,忽然,253,hut-jian5-kan,
hut-jian5-kan tiam7--khi3,忽然間停了,253,,
hut-jian5-kan si2--khi3,忽然間死了,253,,
hut8-kau3,佛教,253,,
i,他、她,254,,
i2-a2,椅子,254,,
i,醫、醫治,254,,
i-sing,醫生、醫師,254,,
i3-su3,意思,254,,
i2-au7,以後,254,,
i2-tsing5,以前,254,,
i2-king,已經,255,,
i2-lai5,以來,255,,
i2-gua7,以外,255,,
i2-lai7,以內,255,,
i2-siong7,以上,255,,
i2-ha7,以下,256,,
soo2-i2,所以,256,,
a-i5,姨媽,256,,
i5-tiunn7,姨丈,256,,
i3-kian3,意見,256,,
i2-toh,桌椅,256,,
i-nai7,依賴、依靠,256,,
i-hok8,衣服,257,,
i7-suan3,豫算,257,,
me5-ni5 e5 i3-suan3,明年的豫算,257,,
i7-gian5,豫言,257,,
u7-gian5 tsia2,豫言者、先知,257,sian-ti,
i5-bin5,移民,257,,
i5-tong7,移動,257,,
i3-gi7,異議,258,,
i3-gi7,意義,258,,
i3-tiong,意中,258,sim-lai7,
i3-gua7,意外、意料之外,259,,
inn3-a2,燕子,259,,
tsit8 tui3 inn3-a2,一對燕子,259,,
inn5 suann-a2,圓山,259,,
inn5,圓,259,,
iann-a2,嬰孩,260,ang5-enn-a2,
inn7-tuan,異端,260,,
ia7,也,260,,
ia5-soo,耶穌，基利斯督,260,ia5-soo ki-li7-su-tok,
ia7,播、撒,260,,
ia7 sua-a2,撒砂,260,,
ia7-tsi2,播種,260,,
ia2-sim,野心,260,,
ia3,厭倦,260,,
ia2-siu3,野獸,261,,
ia2-sing,野生,261,,
ia2-ban5,野蠻,261,,
ia7-hing5-tshia,夜快車,261,ia7-khuai3-tshia,
ia7-hak8,夜間部,261,ia7-kan-poo7,
ia7-king2,夜景,261,,
iann2,影,261,,
tian7-iann2,電影,261,,
tsit8 tshut tian7-iann2,一部電影,261,,
u7 iann2,真的,262,,
bo5-iann2,假的、沒有這回事,262,,
iann5,贏,262,,
iah,而,262,ah,
iah-sih,椰子,262,,
iah8,頁,262,,
iam5,鹽,262,,
iam5 tsui2,鹽水,263,,
iam,閹、去⋯⋯的勢,263,,
iam-ke,閹雞,263,,
iam3-se3,厭世,263,,
iam7,炎、然熾,263,,
iam7-jit8,炎日,263,,
iam7-hue2,炎火、燃熾,263,hue2 tsin iam7,
huat-iam7,發炎,263,,
nau2-moh8-iam7,腦膜炎,263,,
iam7-hok,艷福,263,,
iam5-sng,鹽酸,263,,
ian3-hue7,宴會,263,,
ian2-kang2,演講、演說,264,ian2-suat,
ian2-tsau3,演奏,264,,
ian2-tsau3-hue7,演奏會,264,,
ian,煙,264,,
ian-tang5,煙囪,264,,
ian-hue2,煙火,264,,
pang3 ian-hue2,放烟火,264,,
ian-tshiang5,香腸、臘腸,264,,
ian-bah,煙肉,264,,
ian5-pit,鉛筆,264,,
ian5-suann3,鉛線,264,,
ian5-thang2,鉛桶,264,,
ian5-phiann2,鉛板,265,,
ian5-kong2,鉛管,265,ian5-kng2,
ian5-tok8,鉛毒,265,,
ian5-ki5,延期,265,,
ian5-loo7,沿路,265,,
ian5-hai2,沿海,265,,
ian5-koo3,緣故、親戚關係,266,,
iang7,背,266,ainn7,
iau2,還、仍,266,,
iau3-kin2,要緊、重要,266,,
bo5 iau3-kin2,不要緊,266,,
iau,餓、飢,266,,
iau-kui2,大食、食饕,267,,
iau-si2,餓死,267,,
iau2-ku2,仍舊,267,,
iau2-bue7,還沒,267,,
iau-kuai3,妖怪、魔鬼,267,,
iau3-kiu5,要求,267,,
si5-tai7 e5 iau3-kiu5,時代的要求,268,,
iau3-tiam2,要點,268,,
iau3-soo3,要素,268,,
isu3-sai3,要塞,268,,
iau3-sai3-te7,要塞地（帶）,268,iau3-sai3-tai3,
iau3-ling2,要領,268,,
"(kong2-ue7, tso3-tai7-tsi3) put tik iau3-ling2",（講話、做事）不得要領,268,,
iau-sut8,妖術,269,,
im-gak8,音樂,269,,
im-gak8-hue7,音樂會,269,,
im-tsui2,灌水、浸水,269,,
im-lik8,陰曆、農曆,269,long5-lik8,ku7-lik8
im-tik,陰德,269,,
im-thinn,陰天,270,oo-im-thinn,
im-boo5,陰謀,270,im-bio5,
in3,應答、回答,270,,
in-ui7,因為,270,,
in-ian5,關係、交誼,270,,
in3-tsih,英寸（吋）,270,,
in3-too7,印度,271,,
in3-a2,印章,271,,
tng3 in3-a2,蓋印,271,,
in3-hue,印花,271,,
in3,印刷、印,271,in3-suat,
in3-suat-ki,印刷機,271,,
in3-sik,印色,271,,
in3-siong7,印象,271,,
in2-tshua7,引導,271,,
in2-hue2,引火,272,,
in2-lik8,引力,272,,
in2-the3,引退、退休,272,,
in2-iong7,引用,272,,
io5,搖,272,,
io5-tsing,搖鐘,273,,
io5-na5,搖籃,273,,
io,撫愛,273,,
io2,用杓子汲取,273,iunn2,
