LÔ-MÁ-JĪ,HÔA-GÍ,IA̍H-SÒ͘,LÔ-MÁ-JĪ2,LÔ-MÁ-JĪ3
Lau7 tian7,漏電,707,,
Tian7-hue2 e5 tshah-thau5,電插,707,,
Tian7-hue32-tau3,電燈罩,707,Tian7-hue2-ta3,
Tian7-si7,電視,707,,
Khuann3 tian7-si7,看電視,707,,
Tian2-lam2-hue7,展覽會,707,,
Tian2,誇示,708,,
Tian-to3,顛倒、反而,708,,
Tian2-le2,典禮,708,,
Tian5-tiong,田中,708,,
Tsit8 tiap-a2-ku2,一會兒,708,Tsit8 tiap-ku2-a2,
Tiau3,吊、掛,708,,
Tiau3 sann,掛衣服,709,,
Tiau3-si2,吊死,709,,
Tiau3-loo5,吊爐,709,,
Tiau-tsa,調查,709,Tiau-tsha5,
Tiau-tsa hoo7-khau2,調查戶口,710,,
Tiau5-kiann7,條件,710,,
Tiau koo2-tong2,戲弄,710,,
Tiau7,掉,711,,
Kiat-tiau7,丟掉,711,,
Tshit-tiau7,擦掉,711,,
Tsiah8-tiau7,吃掉,711,,
Tih,滴、滴下,711,,
Tih8,要,711,Tinn7,
Bueh tih8,要,711,,
M7 tih8,不要,711,,
Tim3,投、拋、丟,712,Tan3,
Tim3-kiu5,投球,712,,
Tim5--loh8-khi3,沈下去,712,,
Tin2-tang7,動、振動,712,,
Tin7,陣,712,,
Tso3-tin7,一起,713,,
Tsit8 tin7 lang5,一群人,713,,
Tsit8 tin7 ke,一群雞,713,,
Tsit8 tin7 gu5,一群牛,713,,
Tin3,佔位置,713,,
Tin3-ui7,佔位置,713,Tin3-te3,
Tin3-loo7,妨礙交通,713,,
Tin5,藤,714,,
Tin5-i2,藤椅,714,,
Tin5-na5,藤籃,714,,
Tio3,釣,714,,
Tio3-hi5,釣魚,714,,
Tioh8-ai3,要、必須,714,,
Tioh8-ai3 e7 ki3--tit,要記著,714,,
Ing3-kai tioh8-ai3 tso3,必須做,714,,
Tioh8,對、正確、要,714,,
Tioh8-kiann,受驚,715,,
Liah8--tioh8,捉到,715,,
Khuann3--tioh8,看到、看見,717,,
Thiann--tioh8,聽到、聽見,717,,
Tioh8,輪到,717,,
Tioh8--tioh8,中、患,717,Tioh8,
Tiong-kok,中國,718,,
Tiong-kok-lang5,中國人,718,,
Tiong-kok-ue7,中國話,718,,
Tiong-ng,中央,718,,
Tiong-oh8,中學,718,,
Tshoo-tiong,初中,718,,
Ko-tiong,高中,718,,
Tiong-kan,中間,718,,
Ti7 sim tiong,在心中,718,,
Tiong3-tok8,中毒,719,,
Tiong8-iau3,重要,719,,
Tiong-koo2,中古,719,,
Tiong-lip8,中立,719,,
Tiong-kiong7,中共,719,Tiong-kok kiong7-san2-tong2,
Tiong-liu5,中流,720,,
Tiong3-siong,中傷,720,,
Tit,得,720,,
E7 tsiah8--tit,可以吃、可食的,720,,
Be7 tsiah8--tit,不可以吃、不可食的,720,,
Tit--tioh8,得到,721,,
Tit8-tit8,一直,721,,
Tit8-tit8 khi3,一直去,721,,
Tit8,直,721,,
U7 tit8,直,722,,
Bo5 tit8,不值,722,,
Tiu7-a2,稻,722,,
Kuah tiu7-a2,收割稻禾,722,,
Poo3 tiu7-a2,插秧,722,,
Tiu5-a2,綢、絹、絲,722,,
Tiu5-a2 suann3,絹線,722,Siu3-suann3,
Tiu7-pi7,籌備,722,,
Tiunn,張、輛,723,,
Tiunn,慍怒,723,,
Tiunn2,長,723,,
Hau7-tiunn2,校長,723,,
Ka-tiunn2,家長,723,,
Siu2-tiunn2,首長,723,,
Thuan5-tiunn2,團長,723,,
Hue7-tiunn2,會長,723,,
Inn7-tiunn2,院長,723,,
Kuan7-tiunn2,縣長,724,,
Tshi7-tiunn2,市長,724,,
Khu-tiunn2,區長,724,,
Tin3-tiunn2,鎮長,724,,
Hiong-tiunn2,鄉長,724,,
Li2-tiunn2,里長,724,,
Tshuan-tiunn2,村長,724,,
Tng5,長,724,,
Tng7,丈,724,,
Tng3,餐,724,,
Tng7,斷,725,,
Tng,設陷阱,725,,
Niau-tshi2-tng,捕鼠機,725,,
Tng2,轉,725,,
Tng2--lai5,回來,726,,
Tng2--khi3,回去,726,,
Tng3,蓋,726,,
Tng3-in3,蓋章,726,,
To-sia7,多謝、謝謝,726,Kam2-sia7,
To-a2,刀子,726,,
To-sia7--ki2,謝謝你,726,,
To,刀,726,,
Tshai3-to,菜刀,726,,
Tsha5-to,手斧,726,,
Thi3-thau5-to,剃刀,726,,
Ko-san-tsok8 e5 to,高山族的刀,726,,
To-tsioh8,磨石刀,727,,
To3-ping5,左邊,727,,
To3-tshiu2-ping5,左手邊,727,,
Uat to3 tshiu2-ping5,向左轉,727,,
To2,倒、臥,727,,
To7-li2,道理,727,,
Oh8 to7-li2,學道理,727,Thak8 to7-li2,
Kong2 to7-li2,講道理,727,,
Suat-bing5 to7-li2,說明道理,727,Sueh-bing5 to7-li2,
To7-li2 tsheh,道理書,727,,
Ka3 to7-li2,教道理,728,,
Ing7 huan3-ting suah-bing5 to8-li2,用幻燈說明道理,728,,
To3,倒,728,,
To7-tik,道德,728,,
To3-the3,後退,728,,
To7-loo7,道路,728,,
To2,島,729,,
Tai5-uan5-too2,台灣島,729,,
Too5,圖(畫),729,,
Ing7 to7 ke2-sueh to7-li2,用圖解釋道理,729,,
Ang-a2-too5,卡通,729,,
Too5-su-kuan2,圖書館,729,,
Too5-su-sik,圖書室,729,,
Soo-tshi7,都市,729,,
Too7,度,730,,
Kue3-too7,過度,730,,
Too7,度,730,,
Too3,浸透,730,,
Tua7,大,731,,
Tua7 han3,長大,731,,
Tua7-lang5,成人,731,,
Tua7-han3 gin2-a2,大孩子,731,,
Tua3,住,731,,
Tua3,帶、腰帶,731,,
E5 tua3,鞋帶,731,,
Khoo3-tua3,褲帶,731,,
Nia2-tua3,領帶,731,,
Phue5-tua3,皮帶、調帶,731,,
Sing3-tua3,聖帶,731,,
Tua3-a2,帶子,731,,
Tsit8 kng2 tua3-a2,一卷帶子,732,,
Tua3,帶,732,,
Tua3--khi3,帶去,732,,
Tua3--lai5,帶來,732,,
Tua3,服務,732,,
Tua7-be7,批發,732,,
Tua7-be7-ke3,批發價,732,,
Tua7-poo7-hun7,大部分,732,,
Tuann,單、票,733,,
Tshai3-tuann,菜單,733,,
Tshia-tuann,車單,733,,
Tsiam-le2-tuann,瞻禮單、瞻禮表,733,,
Khui-tuann,開單,733,,
Phue7-tuann,被單,733,,
Hi3-tuann,細單、戲票,733,,
Suan-thuan5-tuann,宣傳單,733,,
Tuann5,彈,733,,
Tue3,跟、隨,734,,
Tue3 lang5 si5 kiann5,追流行,734,Tue3 liu5-hing5,
Toh-a2,桌子,734,,
Tsau2-toh--e5,侍者,734,,
Toh-kin,桌巾,734,,
Toh-ui7,何處、哪裡,734,,
Toh8,燃燒、燃著、€,734,,
Toh-poo3,抹布,734,,
Tok8-lip8,獨立,735,,
Tok8-lip8-ki3-liam7-jit8,獨立紀念日,735,,
Tok8,毒,735,,
U7 tok8,有毒,735,,
Tok,切碎、琢,735,,
Pian7-tong,便當,735,,
Tong3,堪、停、煞車,736,,
Tong3 be7 tiau5,堪不住,736,,
Kha-tong3,腳煞,736,,
Tshiu2-tong3,手煞,736,,
Tong7,洞,736,,
Hong5 khong tong7,防空洞,736,,
Tong7-but8,動物,736,,
Tong7-but8-hak8,動物學,736,,
Tong7-but8-hng5,動物園,736,,
Tong-jian5,當然,737,,
Tong5-tshong,同學,737,,
Tong5-hiong,同鄉,737,,
Tong5-tsing5,同情,737,,
Tong5-liau5,同僚、同事,737,Tong5-su7,
Tong5-i3,同意,737,Tsan3-sing5,
Tong7-ki,動機,737,,
Tong3-suan2,當選,738,,
Tong2,黨,738,,
Kok-bin5-tong2,國民黨,738,,
Kiong7-san2-tong2,共產黨,738,,
Bin5-tsu2-tong2,民主黨,738,,
Kiong7-ho5-tong2,共和黨,738,,
Loo5-mua5-tong2,流氓黨,738,,
Tong5-tsu2-kun,童子軍,738,,
Tui3-huan2,相反,739,,
Bo5-tui3,不對,740,,
Tui3,對、從,740,,
Tui3-bin7,對面,740,,
Tui3,對照、校對,740,,
Tui3 si5-kan,對時間,740,,
Tui7,隊,740,,
Pang5-kiu5 tui7,棒球隊,740,Ia2-kiu5-tui7,
Na5-kiu5-tui7,籃球隊,740,,
Bang7-kiu5-tui7,網球隊,741,,
Kha-kiu5-tui7,足球隊,741,,
Kun-tui7,軍隊,741,Ping-tui7,
Im-gak8-tui7,音樂隊,741,Gak8-tui7,
Ko-king-tui7,歌經隊,741,,
Hap8-tshiu3-tui7,合唱隊,741,,
Tui3-put-tsu7,對不住,741,Sit-le2,
Tu2-tu2,正好、剛剛、剛才,741,,
Tu2-tu2-ho2,恰好,741,,
Tu2-tsiann3,剛才,742,Tu2-tsiah,
Tu2,支持,742,,
Tu5,櫥,742,,
Tshai3-tu5,菜櫥,742,,
Tsheh-tu5,書架,742,,
Tse3-i ti5,祭衣櫥,742,,
Sann-a2 tu5,衣櫥,742,,
Tu2--tioh8,遇到,742,,
Tu2-tu2 bueh,剛剛要,743,,
Tu5-pang5,廚房,743,,
Tsong2-phoo3,廚師,743,,
Tun,鈍,743,,
Tun3,頓,743,,
Tun7,愚笨,743,Ham5-ban7,
Tsit8 tun,一堆,743,Tsit8 tui,
U7,有,744,,
U7 tsinn5,有錢、富有,744,,
U7-iann2,真的,744,,
U7 kui-ki2,守規的,744,,
U7 le2-soo3,有禮貌,744,,
U7- mia5,有名的,744,,
U7 mia5 bo5 sit8,有名無實,744,Iu2 bing5 bu5-sit8,
U7 si5-a2,有時、往往,744,U7 tang si5-a2,
U7 e5,有的,745,,
U7 e5 lang5,有些人,745,,
U2-tiu7,宇宙,745,,
U3-ping,以冰覆蓋,745,,
Ui7-tioh8,為了,745,,
Ui7,位,746,,
Ui7,胃,746,,
Ui,穿孔,746,,
Ui-giam5,威嚴,746,,
Ui2-jim7,委任,746,,
Ui2-thok,委託,746,,
Ui3-an,慰安、安慰,747,An-ui3,
Ui3,厭倦,747,,
Ui3-kuann5,惡寒戰慄,747,,
Ui5,圍,747,,
Un2-tang3,安全、穩當,748,,
Un3,沾,748,,
Un3 tau7-iu5,沾醬油,748,,
Un-too7,溫度,748,,
Un7,運氣,749,,
Ho2-un7,好運氣,749,,
Phainn2 un7,運氣壞,749,,
Un7-tong7,運動,749,,
Un7-tong7-hue7,運動會,749,,
Un7-tong7-tiunn5,運動場,749,,
Un7-tiong7 e5,運動鞋,749,,
Un7-tong7 ka,運動家,749,,
Un7-ho5,運河,749,,
Un7-puann,運搬,750,,
Un7-hui3,運費,750,Un7-kim,Un7-tsinn5
Un7-tsuan2,運轉、駕駛,750,Ka3-su2,
Un7-tsuan2 tshiu2,車夫,750,Su-ki,
Un5-a2-si7,慢慢的,750,,
Un5-un5-a2,慢慢的、小心,750,,
Un-sun5,溫順,751,,
Un-tsuann5,溫泉,751,,
Ut-sann,熨衣服、燙衣服,751,,
Ut-tau2,熨斗,751,,
Tian7-khi3 ut-tau2,電器熨斗,751,,
